,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,developpeur_goo,distributeur_goo,langue_goo,PEGI_goo,game_series_goo,game_mode_goo,developpeur_wiki,langue_wiki,PEGI_wiki,game_mode_wiki,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,max_joueurs_JVC,Mode_JVC,Support_JVC,Langue_JVC
2360,Metal Gear Ac!d,PSP,2004.0,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.88,,,,,,,,,,,14,(20),15.5,+12 ans,oui,,UMD,
2361,Cooking Mama: World Kitchen,Wii,2008.0,Simulation,505 Games,0.51,0.28,0.01,0.08,0.88,,,,,,,,,,,11,(9),12,+3 ans,2 joueurs,,DVD,Voix en français Textes en français
2362,Tekken Tag Tournament 2,PS3,2012.0,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88,Namco BandaiType : CombatSortie ...,,,,,,,,,,16,(182),17,+16 ans,,Multi en ligne,,
2363,ESPN NHL 2K5,PS2,2004.0,Sports,Global Star,0.43,0.33,0.0,0.11,0.88,,,,,,,Kush Games,,,,16,(5),17.2,+3 ans,2 joueurs,,CD,Voix en anglais Textes en anglais
2364,GRID,X360,2008.0,Racing,Codemasters,0.33,0.44,0.01,0.09,0.88,,,,,,,,,,,15,(9),14.3,,,,,
2365,Phantasy Star Portable 2,PSP,2009.0,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.88,,,,,,,,,,,16,(70),16.5,+12 ans,Jusquà 4 joueurs online ou en réseau local,Multi en ligne,UMD,Voix en anglais Textes en anglais
2366,Crimson Skies: High Road to Revenge,XB,2003.0,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.87,,,,,,,FASA Interactive,,12+ ?,"Solo, Multijoueur",16,(34),17.1,+12 ans,,Multi en ligne,Xbox Originals DVD,Voix en français Textes en français
2367,Spec Ops: Ranger Elite,PS,2001.0,Shooter,TalonSoft,0.49,0.33,0.0,0.06,0.87,,,,,,,,,,,--,(3),12.7,,,,,
2368,NBA 2K14,XOne,2013.0,Sports,Take-Two Interactive,0.7,0.11,0.0,0.06,0.87,,,,,,,Visual Concepts,Évaluation,3 ?,"Solo, multijoueur",17,(80),17.4,+3 ans,,Jouable en solo Multi en ligne,Blu-Ray DVD,Voix en français Textes en français
2369,DiRT,X360,2007.0,Racing,Codemasters,0.38,0.4,0.0,0.09,0.87,,,,,,,,,,,--,(0),--,,,,,
2370,Derby Stallion II,SNES,1994.0,Sports,ASCII Entertainment,0.0,0.0,0.87,0.0,0.87,,,,,,,,,,,no_data,no_data,no_data,,,,,
2371,Gold's Gym: Dance Workout,Wii,2010.0,Sports,Ubisoft,0.71,0.11,0.0,0.06,0.87,,,,,,,,,,,--,(1),15,,,,,
2372,Red Faction: Guerrilla,X360,2009.0,Shooter,THQ,0.48,0.29,0.01,0.09,0.87,,,"Allemand, Anglais, Espagnol, Français, Italien, Japonais, Coréen, ...",,,,,,,,14,(1),15,,,,,
2373,Tom Clancy's Ghost Recon: Island Thunder,XB,2003.0,Shooter,Ubisoft,0.61,0.24,0.0,0.03,0.87,,,,,,,,,,,15,(5),18.8,+16 ans,,,CD DVD,Voix en français Textes en français
2374,Mercenaries 2: World in Flames,PS3,2008.0,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87,,,,,,,Pandemic Studios,Textes et voix en français,16+ ?,"Multijoueur, solo, mode coopératif",12,(52),14.2,+16 ans,"coopératif en ligne, 2 joueurs",Multi en ligne Multi en coopératif,Blu-Ray,
2375,Need for Speed: V-Rally,PS,1997.0,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87,,,,,,,,,,,no_data,no_data,no_data,,,,,
2376,Kingdom Hearts Re: Chain of Memories,PS2,2008.0,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87,Square Enix Editeur : Square Enix Type : Action-RPG Support : PlayStation 2 / PlayStation 3 ...,,,,,Single player,,,,,17,(1),19,,,,,
2377,Pictionary,Wii,2010.0,Puzzle,THQ,0.61,0.19,0.0,0.07,0.87,,,,,,,,,,,12,(4),12.3,,"de deux à quatre équipes de multiples joueurs, sur la même console",,DVD,
2378,NCAA Football 13,PS3,2012.0,Action,Electronic Arts,0.82,0.0,0.0,0.06,0.87,,,,,,,,,,,--,(3),16.7,+3 ans,,,Blu-Ray,
2379,Kingdoms of Amalur: Reckoning,PS3,2012.0,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87,,,,,,,"38 Studios, Big Huge Games",Allemand,18 ?2,Un joueur,15,(8),13.1,+18 ans,,Jouable en solo,Cartouche Steam PlayStation Store Windows Store eShop Blu-Ray,Voix en français Textes en français
2380,NFL GameDay '97,PS,1996.0,Sports,Sony Computer Entertainment,0.48,0.33,0.0,0.06,0.87,,,,,,"Preseason, Regular Season, Playoffs, and the Super ...",,,,,--,(0),--,,8 joueurs,,CD,
2381,Beijing 2008,PS3,2008.0,Sports,Sega,0.14,0.54,0.01,0.18,0.87,,,,,,,,,,,15,(59),12.5,+3 ans,2 à 8 en online,Multi en ligne,Blu-Ray,Textes en français
2382,The House of the Dead: Overkill,Wii,2009.0,Shooter,Sega,0.46,0.31,0.02,0.09,0.87,,,,,,,Headstrong Games,,,1 à 2 joueurs.4 joueurs sur minijeux,--,(6),15.3,,,,Online,
2383,Tony Hawk's Project 8,PS2,2006.0,Sports,Activision,0.72,0.03,0.0,0.12,0.87,,,,,,,Neversoft,Multilingue,,"Un joueur, multijoueur",14,(38),11.8,+16 ans,2 joueurs,,DVD,Textes en français Voix en anglais
2384,Injustice: Gods Among Us,PS4,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0.0,0.12,0.87,,,,,,,,,,,16,(92),14.5,+16 ans,,Jouable en solo,,
2385,NHL 2000,PS,1998.0,Sports,Electronic Arts,0.48,0.33,0.0,0.06,0.87,,,,,,,EA Canada,,,"Multijoueur, solo",--,(1),20,+3 ans,,,Cartouche CD,
2386,Buzz! Master Quiz,PSP,2008.0,Misc,Sony Computer Entertainment,0.2,0.44,0.0,0.23,0.87,,,,,,,,,,,13,(14),12.3,+7 ans,jusqu'à 6 joueurs ad-hoc ou hot seat,,UMD,
2387,Brothers in Arms: Hell's Highway,X360,2008.0,Shooter,Ubisoft,0.47,0.31,0.0,0.09,0.87,,,,,,,Gearbox Software,"Anglais, français, italien, espagnol",18+ ?,"Un joueur, multijoueur",15,(88),17,+18 ans,,Multi en ligne,Blu-Ray DVD,Voix en français Textes en français
2388,Fight Night Round 2,PS2,2005.0,Fighting,Electronic Arts,0.72,0.03,0.0,0.12,0.87,,,,,,,EA Sports,,12+ ?,"Multijoueur, solo",13,(17),16,+16 ans,2 joueurs,,DVD,Voix en français Textes en français
2389,Wizards of Waverly Place,DS,2009.0,Misc,Disney Interactive Studios,0.59,0.2,0.0,0.08,0.87,,,,,,,,,,,--,(1),20,+3 ans,,,Cartouche,
2390,Scooby-Doo! First Frights,DS,2009.0,Action,Warner Bros. Interactive Entertainment,0.63,0.17,0.0,0.07,0.87,,,,,,,Torus Games,Anglais,,Un joueur,10,(4),16.3,+7 ans,2 joueurs en multi-cartes,,Cartouche,
2391,Conflict: Desert Storm,XB,2002.0,Shooter,SCi,0.48,0.37,0.0,0.02,0.87,,,,16 ans et plus | 2003 | de Codemasters ; Conflict Desert ...,,,Pivotal Games,français intégrale,,"Un joueur
Multijoueur (coopération)",--,(2),19.5,+16 ans,,,,
2392,Triple Play 2002,PS2,2002.0,Sports,Electronic Arts,0.43,0.33,0.0,0.11,0.87,EA Sports; Editeurs: Electronic Arts ...,,,,,,,,,,--,(0),--,,,,CD,
2393,Vagrant Story,PS,2000.0,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,,,,,,,Square,Allemand,,Un joueur,19,(152),18,+3 ans,,Jouable en solo,CD PlayStation Store,Textes en français
2394,Lemmings,PSP,2006.0,Puzzle,Sony Computer Entertainment,0.12,0.52,0.0,0.23,0.87,,,,,,,,,,,--,(1),18,,,,,
2395,Warriors Orochi,PS2,2007.0,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,,,,,,,Omega Force,,,Multijoueur,10,(18),17.2,+12 ans,2 joueurs,,DVD,Textes en français Voix en anglais
2396,Guitar Hero: Warriors of Rock,X360,2010.0,Misc,Activision,0.47,0.32,0.0,0.08,0.87,,,,12 ans et plus | 2010 | de ACTIVISION. 4.2 ; WII GUITAR HERO 6 WARRIORS OF ROCK. Classification PEGI : 12 ...,,,,,,,--,no_data,no_data,,,,Google Play,
2397,Enduro,2600,1982.0,Misc,Quelle,0.81,0.05,0.0,0.01,0.87,,,,,,,,,,,no_data,no_data,no_data,,,,,
2398,Tales of Xillia 2,PS3,2012.0,Role-Playing,Namco Bandai Games,0.2,0.15,0.45,0.07,0.87,,,,,,,Namco,Version anglaise sous titré français,,"Un joueur, multijoueur",no_data,no_data,no_data,,,,,
2399,SingStar '90s,PS2,2007.0,Misc,Sony Computer Entertainment,0.1,0.59,0.0,0.18,0.87,,,,,,,,,,,--,no_data,no_data,+7 ans,,,,
2400,Monster Strike 3DS,3DS,2015.0,Action,"mixi, Inc",0.0,0.0,0.86,0.0,0.86,,,,,,,,,,,--,(0),--,,,,,
2401,Tomb Raider: Anniversary,Wii,2007.0,Action,Eidos Interactive,0.12,0.63,0.0,0.11,0.86,,,,,,,,,,,15,(127),16.3,+16 ans,Non,Jouable en solo,Blu-Ray,Voix en français Textes en français
2402,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006.0,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86,,,,,,,,,,,no_data,no_data,no_data,,,,,
2403,Darksiders II,PS3,2012.0,Action,THQ,0.35,0.37,0.01,0.14,0.86,Vigil Games | Éditeur : THQ | Genre : Action/Aventure. Sortie : 30 ...,,,,,,Vigil Games,Voix et textes en français,16 ?,Un joueur,16,(305),16.6,+16 ans,,Jouable en solo,Blu-Ray,Voix en français Textes en français
2404,Ghostbusters: The Video Game,PS3,2009.0,Action,Sony Computer Entertainment,0.34,0.37,0.0,0.15,0.86,,,,,,,,,,,no_data,no_data,no_data,,,,,
2405,The World Ends With You,DS,2007.0,Role-Playing,Square Enix,0.54,0.06,0.21,0.05,0.86,,,,,,,,,,,15,(87),18.1,+12 ans,2 à 4 joueurs,,Cartouche,Voix en anglais Textes en anglais
2406,The Lord of the Rings: War in the North,PS3,,Action,Warner Bros. Interactive Entertainment,0.25,0.45,0.01,0.15,0.86,,,,,,,Snowblind Studios,Français,18 ?,"Un joueur, multijoueur",13,(195),15.2,+18 ans,3 joueurs,Jouable en solo Multi en ligne Multi en coopératif,Blu-Ray,Voix en français Textes en français
2407,Rocky,PS2,2002.0,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86,,,,,,,,,,,15,(19),16.3,+12 ans,2 joueurs,,DVD,Voix en français Textes en français
2408,Dragon Quest VIII: Journey of the Cursed King,3DS,2015.0,Role-Playing,Square Enix,0.0,0.0,0.86,0.0,0.86,,,,,,,,,,,no_data,no_data,no_data,,,,,
2409,Ford Racing,PS,2001.0,Racing,Empire Interactive,0.48,0.33,0.0,0.06,0.86,,,,,,,,,,,no_data,no_data,no_data,,,,,
2410,Madden Football 64,N64,1997.0,Sports,Electronic Arts,0.81,0.04,0.0,0.01,0.86,,,,,,,EA Tiburon,,,Un à quatre joueur(s),no_data,no_data,no_data,,,,,
2411,MLB 99,PS,1998.0,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.86,"989 Studios, Sony Interactive Entertainment",,,,MLB,,,,,,no_data,no_data,no_data,,,,,
2412,Dragon Ball Z: Burst Limit,PS3,2008.0,Fighting,Atari,0.22,0.34,0.18,0.12,0.86,,,,,,,,,,,no_data,no_data,no_data,,,,,
2413,The Lord of the Rings: War in the North,X360,,Action,Warner Bros. Interactive Entertainment,0.52,0.26,0.0,0.08,0.86,,,,,,,Snowblind Studios,Français,18 ?,"Un joueur, multijoueur",no_data,no_data,no_data,,,,,
2414,The Legendary Starfy,DS,2008.0,Platform,Nintendo,0.61,0.0,0.2,0.05,0.86,Nintendo/Tose,,,,,,,,,,12,(7),16.9,,,,Cartouche,
2415,2010 FIFA World Cup South Africa,X360,2010.0,Sports,Electronic Arts,0.32,0.43,0.02,0.09,0.86,,,,,,,,,,,16,(169),16.6,+3 ans,,Multi en ligne,App Store Blu-Ray UMD DVD,Voix en français Textes en français
2416,Dynasty Warriors 4: Xtreme Legends,PS2,2003.0,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,,,,,,,,,,,12,(15),15.8,+16 ans,,Multi en ligne,Blu-Ray New Game Media DVD,Voix en français Textes en français
2417,Ninja Gaiden Sigma 2,PS3,2009.0,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.86,,,,,,,,,,,no_data,no_data,no_data,,,,,
2418,Forza Horizon 2,X360,2014.0,Racing,Microsoft Game Studios,0.35,0.43,0.0,0.07,0.85,,,,ages_3_and_over · Plate-forme : Xbox 360 · Edition : Standard · Date de sortie : 2014-10-03 ...,,,Playground Games (Xbox One),Multilingue,7 ?,"Un joueur, multijoueur",17,(231),17.6,+12 ans,,Multi en ligne Multi en compétitif,DVD Xbox Live Arcade Blu-Ray Online,Voix en français Textes en français
2419,Skate 2,PS3,2009.0,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85,,,,,,,,,,,17,(122),16.7,+16 ans,"2-4 en local, 2-6 en ligne",Multi en ligne,Blu-Ray,Voix en français Textes en français
2420,FIFA Soccer 08,DS,2007.0,Sports,Electronic Arts,0.1,0.65,0.0,0.11,0.85,,,,,,,,,,,no_data,no_data,no_data,,,,,
2421,Army Men: Air Attack,PS,1999.0,Action,3DO,0.47,0.32,0.0,0.06,0.85,,,,,,,The 3DO Company,,,"Multijoueur, solo",no_data,no_data,no_data,,,,,
2422,Need for Speed: Nitro,Wii,2009.0,Racing,Electronic Arts,0.46,0.31,0.0,0.08,0.85,,,,,,,EA Montréal (Wii),Multilingue,7 ?,Un jusqu'à quatre joueurs.,--,(2),16.5,+7 ans,,,,
2423,Madden NFL 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.78,0.01,0.0,0.07,0.85,,,,,,,,,,,no_data,no_data,no_data,,,,,
2424,NBA 2K8,X360,2007.0,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.85,,,,,,,Visual Concepts,,3+ ?,Un à 7 joueurs en local et jusqu'à 10 en ligne,17,(60),18.5,+3 ans,,Multi en ligne,DVD Blu-Ray,Textes en français Voix en anglais
2425,Far Cry: Primal,XOne,2016.0,Action,Ubisoft,0.46,0.32,0.0,0.07,0.85,,,,,,,,,,,16,(40),16.7,+18 ans,,,CD Windows Store Blu-Ray PlayStation Store,Voix en français Textes en français
2426,Street Fighter Alpha 2,PS,1996.0,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.85,,,,,,,Capcom,,,Un à deux joueurs,no_data,no_data,no_data,,,,,
2427,Tiger Woods PGA Tour 2005,XB,2004.0,Sports,Electronic Arts,0.64,0.18,0.0,0.03,0.85,,,,,,,,,,,17,(8),18,+3 ans,,,Cartouche CD Nintendo Game Disc DVD,Textes en français Voix en anglais
2428,Army of Two: The 40th Day,PS3,2010.0,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,,,,,,"Single-player, co-op",,,,,no_data,no_data,no_data,,,,,
2429,Blazing Angels: Squadrons of WWII,Wii,2007.0,Simulation,Ubisoft,0.74,0.04,0.0,0.06,0.85,,,,,,,Ubisoft Romania,,,"Solo, multijoueur",11,(38),16.5,+12 ans,2 joueurs,,DVD,Textes en français
2430,Castlevania III: Dracula's Curse,NES,1989.0,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85,,,,,,,Konami,Multilingue,,Un joueur,no_data,no_data,no_data,,,,,
2431,Harry Potter and the Order of the Phoenix,DS,2007.0,Action,Electronic Arts,0.28,0.47,0.0,0.1,0.85,,,,,,,,,,,no_data,no_data,no_data,,,,,
2432,Rampage World Tour,PS,1997.0,Action,GT Interactive,0.47,0.32,0.0,0.06,0.85,,,,,,,"Games Refuge (arcade, PS)",,,"Un joueur, multijoueur",no_data,no_data,no_data,,,,,
2433,Burnout Legends,PSP,2005.0,Racing,Electronic Arts,0.7,0.06,0.0,0.09,0.85,,,,,,,,,,,no_data,no_data,no_data,,,,,
2434,WWE 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.36,0.35,0.0,0.14,0.85,,,,,,,Visual Concepts,,,"Solo, multijoueur",no_data,no_data,no_data,,,,,
2435,Overwatch,XOne,2016.0,Shooter,Activision,0.52,0.25,0.0,0.08,0.85,"Blizzard Entertainment, Iron Galaxy Studios",,,,,,,,,,no_data,no_data,no_data,,,,,
2436,Ratatouille,PS2,2007.0,Action,THQ,0.31,0.0,0.0,0.53,0.85,,,,,,,,,,,no_data,no_data,no_data,,,,,
2437,NFL GameDay,PS,1995.0,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.85,,,,,,,,,,,--,(0),--,,2 joueurs,,CD,
2438,Burnout 2: Point of Impact,PS2,2002.0,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85,,,,,,,Criterion Games,Français,3+ ?,"Un à deux joueurs (Course simple et Poursuite) , un à quatre joueurs (Crash)",no_data,no_data,no_data,,,,,
2439,Kirby: Planet Robobot,3DS,2016.0,Action,Nintendo,0.26,0.1,0.44,0.04,0.85,,,,,,,HAL Laboratory,"Japonais, anglais, allemand, français, espagnol, italien",,Un joueur à quatre joueurs,15,(13),17.2,+7 ans,4 joueurs,Jouable en solo Multi en coopératif,,
2440,Street Fighter EX3,PS2,2000.0,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85,,,,,,,,,,,13,(23),13.4,+12 ans,2 à 4 joueurs,,DVD,Voix en anglais Textes en anglais
2441,Karaoke Revolution Glee,Wii,2010.0,Misc,Konami Digital Entertainment,0.52,0.25,0.0,0.07,0.85,"Hijinx Studios, LLC",,,,,,,,,,--,no_data,no_data,+3 ans,,,,
2442,Sniper Elite V2,X360,2012.0,Shooter,505 Games,0.46,0.29,0.02,0.07,0.85,,,,,,,Rebellion Developments,Multilingue,,"Solo, multijoueur",no_data,no_data,no_data,,,,,
2443,Thief (2014),PS4,2014.0,Action,Square Enix,0.28,0.37,0.03,0.16,0.84,,,,,,,,,,,no_data,no_data,no_data,,,,,
2444,Spider-Man 2,GC,2004.0,Action,Activision,0.65,0.17,0.0,0.02,0.84,,,,,,,,,,,no_data,no_data,no_data,,,,,
2445,Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,Nintendo,0.56,0.11,0.13,0.05,0.84,,,,,,,Camelot Software Planning,Japonais,12 ?,Un joueur,16,(354),15.9,+12 ans,non,Jouable en solo,Cartouche,
2446,Tiger Woods PGA Tour 11,PS3,2010.0,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84,,,,,,,,,,,15,(6),15.7,+3 ans,Jusqu'à 24 joueurs en ligne,Multi en ligne,Blu-Ray,Voix en anglais Textes en anglais
2447,Devil May Cry HD Collection,PS3,2012.0,Action,Capcom,0.42,0.21,0.11,0.1,0.84,,,,,,,,,,,16,(95),16.8,+16 ans,Non,Jouable en solo,Blu-Ray,Textes en français Voix en anglais
2448,MLB 16: The Show,PS4,2016.0,Action,Sony Computer Entertainment,0.68,0.0,0.0,0.16,0.84,,,,"3 ans et plus | 2016 | de Sony. 4.04,0 sur 5 étoiles (1).",,,,,,,--,no_data,no_data,,,,,
2449,NBA 2K10,PS3,2009.0,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,,,,,,,,,,,17,(80),16.5,+3 ans,Jusqu'à 7 joueurs en local et 10 joueurs en ligne,Multi en ligne,Blu-Ray,Textes en français Voix en anglais
2450,Xenoblade Chronicles X,WiiU,2015.0,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84,,,,,,,,,,,19,(200),17.6,+12 ans,groupes de 4 joueurs,Jouable en solo Multi en ligne,iDensity eShop,Textes en français Voix en anglais
2451,Petz Dogz Fashion,DS,2008.0,Simulation,Ubisoft,0.46,0.3,0.0,0.09,0.84,,,,,,,,,,,--,no_data,no_data,+3 ans,,,Cartouche,
2452,The Incredibles,GC,2004.0,Action,THQ,0.65,0.17,0.0,0.02,0.84,,,,,,,,,,,--,(9),13.6,,,,,
2453,NCAA Football 11,PS3,2010.0,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.84,,,,,,,,,,,no_data,no_data,no_data,,,,,
2454,Dragon Age II,PS3,2011.0,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84,,,,,,,BioWare,Multilingue,,Un joueur,12,(205),14.8,+18 ans,,Jouable en solo,Blu-Ray,Voix en français Textes en français
2455,ATV Quad Power Racing 2,PS2,2003.0,Racing,Acclaim Entertainment,0.41,0.32,0.0,0.11,0.84,,,,,,,,,,,no_data,no_data,no_data,,,,,
2456,Harvest Moon: Tree of Tranquility,Wii,2007.0,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.84,,,,,,,,,,,no_data,no_data,no_data,,,,,
2457,Final Fantasy,NES,1987.0,Role-Playing,SquareSoft,0.32,0.0,0.52,0.0,0.84,,,,,,,Square Enix (anciennement Square),,,,17,(4),18,+3 ans,,Jouable en solo,UMD Console Virtuelle CD Google Play Cartouche App Store PlayStation Store,Textes en anglais Textes en japonais
2458,Street Fighter X Tekken,PS3,2012.0,Fighting,Capcom,0.42,0.22,0.1,0.1,0.84,,,,,,,Capcom,"Anglais, tchèque, français, allemand, italien, japonais, coréen, polonais, portugais, russe, espagnol",12 ?,Un à quatre joueurs et multijoueur en ligne.,17,(182),13.9,+12 ans,2 à 4 joueurs,,Blu-Ray,Textes en français Voix en anglais Voix en japonais
2459,Rocket Power: Team Rocket Rescue,PS,2001.0,Sports,THQ,0.47,0.32,0.0,0.05,0.84,,,,,,,,,,,--,no_data,no_data,+3 ans,,,,
2460,Duke Nukem Forever,X360,2011.0,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.84,,,"Allemand, Anglais, Français, ...",,,,3D Realms puis Gearbox Software,"Anglais, Français",,"Un joueur, multijoueur",11,(2),15,+18 ans,,Multi en ligne,Online Blu-Ray PlayStation Store Contenu Xbox Live DVD,Voix en français Textes en français
2461,Big Mutha Truckers,PS2,2002.0,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84,"Eutechnyx, Raylight Games Srls",,,,,Solo,,,,,no_data,no_data,no_data,,,,,
